"","run_num","sp","var","mean","se","n_fish","n_dfly","mean_fish","mean_dfly","sync_fish","sync_dfly","asym_fish","asym_dfly","surv_fish","surv_dfly","surv_tot","biom_fish","biom_dfly","biom_tot"
"162",27,"f","mass",6.67575757575758,0.0126546970919286,40,40,15,30,"med","high","mild","none",33,35,68,220.3,241.65,461.95
"163",28,"d","emer",101.53125,0.893912275724541,40,40,15,30,"med","high","mild","none",32,32,64,217.7,219.7,437.4
"164",28,"d","grow",0.112896011848521,0.00113270103322245,40,40,15,30,"med","high","mild","none",32,32,64,217.7,219.7,437.4
"165",28,"d","mass",6.865625,0.0156624425369991,40,40,15,30,"med","high","mild","none",32,32,64,217.7,219.7,437.4
"166",28,"f","emer",92.375,0.707140193330993,40,40,15,30,"med","high","mild","none",32,32,64,217.7,219.7,437.4
"167",28,"f","grow",0.0985793929266485,0.000696031526002624,40,40,15,30,"med","high","mild","none",32,32,64,217.7,219.7,437.4
"168",28,"f","mass",6.803125,0.016003173021279,40,40,15,30,"med","high","mild","none",32,32,64,217.7,219.7,437.4
"169",29,"d","emer",101.558823529412,0.840267610936178,40,40,15,30,"med","high","mild","none",33,34,67,224.25,231.3,455.55
"170",29,"d","grow",0.114553250508789,0.00103500203320739,40,40,15,30,"med","high","mild","none",33,34,67,224.25,231.3,455.55
"171",29,"d","mass",6.80294117647059,0.0145397982266705,40,40,15,30,"med","high","mild","none",33,34,67,224.25,231.3,455.55
"172",29,"f","emer",95.0606060606061,0.512411350590668,40,40,15,30,"med","high","mild","none",33,34,67,224.25,231.3,455.55
"173",29,"f","grow",0.0953988013224713,0.000633303344788638,40,40,15,30,"med","high","mild","none",33,34,67,224.25,231.3,455.55
"174",29,"f","mass",6.79545454545454,0.0169879654962116,40,40,15,30,"med","high","mild","none",33,34,67,224.25,231.3,455.55
"175",30,"d","emer",101.757575757576,0.915508606801205,40,40,15,30,"med","high","mild","none",35,33,68,239.35,222.3,461.65
"176",30,"d","grow",0.11143418724412,0.00102468564581957,40,40,15,30,"med","high","mild","none",35,33,68,239.35,222.3,461.65
"177",30,"d","mass",6.73636363636364,0.0153129314994802,40,40,15,30,"med","high","mild","none",35,33,68,239.35,222.3,461.65
"178",30,"f","emer",91.9142857142857,0.554166643563977,40,40,15,30,"med","high","mild","none",35,33,68,239.35,222.3,461.65
"179",30,"f","grow",0.100463413802306,0.000636633602733666,40,40,15,30,"med","high","mild","none",35,33,68,239.35,222.3,461.65
"180",30,"f","mass",6.83857142857143,0.0128107740627614,40,40,15,30,"med","high","mild","none",35,33,68,239.35,222.3,461.65
"181",31,"d","emer",89.325,0.399012703833491,40,40,15,30,"med","high","strong","none",29,40,69,187.75,293.15,480.9
"182",31,"d","grow",0.147218681529067,0.000726909593269874,40,40,15,30,"med","high","strong","none",29,40,69,187.75,293.15,480.9
"183",31,"d","mass",7.32875,0.0159498600890094,40,40,15,30,"med","high","strong","none",29,40,69,187.75,293.15,480.9
"184",31,"f","emer",145.206896551724,0.921239264670651,40,40,15,30,"med","high","strong","none",29,40,69,187.75,293.15,480.9
"185",31,"f","grow",0.0541359145022329,0.000363456518669489,40,40,15,30,"med","high","strong","none",29,40,69,187.75,293.15,480.9
"186",31,"f","mass",6.47413793103448,0.0101857711590131,40,40,15,30,"med","high","strong","none",29,40,69,187.75,293.15,480.9
"187",32,"d","emer",90.2820512820513,0.555290910569754,40,40,15,30,"med","high","strong","none",26,39,65,174.55,290.75,465.3
"188",32,"d","grow",0.149283923553222,0.000874920798994456,40,40,15,30,"med","high","strong","none",26,39,65,174.55,290.75,465.3
"189",32,"d","mass",7.45512820512821,0.0182683011620272,40,40,15,30,"med","high","strong","none",26,39,65,174.55,290.75,465.3
"190",32,"f","emer",140.076923076923,1.16084661397375,40,40,15,30,"med","high","strong","none",26,39,65,174.55,290.75,465.3
"191",32,"f","grow",0.0582364296006604,0.000446392698409906,40,40,15,30,"med","high","strong","none",26,39,65,174.55,290.75,465.3
"192",32,"f","mass",6.71346153846154,0.0120103221422598,40,40,15,30,"med","high","strong","none",26,39,65,174.55,290.75,465.3
"193",33,"d","emer",92.4871794871795,0.52018569974165,40,40,15,30,"med","high","strong","none",23,39,62,156.45,290.25,446.7
"194",33,"d","grow",0.143290668815733,0.000822635080107514,40,40,15,30,"med","high","strong","none",23,39,62,156.45,290.25,446.7
"195",33,"d","mass",7.44230769230769,0.0194844679499327,40,40,15,30,"med","high","strong","none",23,39,62,156.45,290.25,446.7
"196",33,"f","emer",135.478260869565,1.2950173236569,40,40,15,30,"med","high","strong","none",23,39,62,156.45,290.25,446.7
"197",33,"f","grow",0.0606175359040123,0.000626502224677964,40,40,15,30,"med","high","strong","none",23,39,62,156.45,290.25,446.7
"198",33,"f","mass",6.80217391304348,0.0224725899077071,40,40,15,30,"med","high","strong","none",23,39,62,156.45,290.25,446.7
"199",34,"d","emer",87.875,0.415762641080159,40,40,15,30,"med","high","strong","none",24,40,64,157.35,300.4,457.75
"200",34,"d","grow",0.149438629256236,0.000755817527949316,40,40,15,30,"med","high","strong","none",24,40,64,157.35,300.4,457.75
"201",34,"d","mass",7.51,0.0175484676809321,40,40,15,30,"med","high","strong","none",24,40,64,157.35,300.4,457.75
"202",34,"f","emer",140.041666666667,0.848634805799961,40,40,15,30,"med","high","strong","none",24,40,64,157.35,300.4,457.75
"203",34,"f","grow",0.0551620153778018,0.000356077851421464,40,40,15,30,"med","high","strong","none",24,40,64,157.35,300.4,457.75
"204",34,"f","mass",6.55625,0.0152266553818742,40,40,15,30,"med","high","strong","none",24,40,64,157.35,300.4,457.75
"205",35,"d","emer",93.75,0.514867110063986,40,40,15,30,"med","high","strong","none",28,40,68,188,293.45,481.45
"206",35,"d","grow",0.146121892570253,0.000923034907836991,40,40,15,30,"med","high","strong","none",28,40,68,188,293.45,481.45
"207",35,"d","mass",7.33625,0.0161175258468252,40,40,15,30,"med","high","strong","none",28,40,68,188,293.45,481.45
"208",35,"f","emer",136.785714285714,0.993143403160884,40,40,15,30,"med","high","strong","none",28,40,68,188,293.45,481.45
"209",35,"f","grow",0.0594188253484448,0.000499594356502956,40,40,15,30,"med","high","strong","none",28,40,68,188,293.45,481.45
"210",35,"f","mass",6.71428571428571,0.015664733251251,40,40,15,30,"med","high","strong","none",28,40,68,188,293.45,481.45
"211",36,"d","emer",88.4102564102564,0.459235442774177,40,40,15,30,"med","high","strong","none",29,39,68,192.35,287.6,479.95
"212",36,"d","grow",0.146811147322762,0.00081764055139089,40,40,15,30,"med","high","strong","none",29,39,68,192.35,287.6,479.95
"213",36,"d","mass",7.37435897435897,0.0141908407362179,40,40,15,30,"med","high","strong","none",29,39,68,192.35,287.6,479.95
"214",36,"f","emer",138.103448275862,0.782014187119154,40,40,15,30,"med","high","strong","none",29,39,68,192.35,287.6,479.95
"215",36,"f","grow",0.0576013715920291,0.00045250661503249,40,40,15,30,"med","high","strong","none",29,39,68,192.35,287.6,479.95
"216",36,"f","mass",6.63275862068966,0.015096061961026,40,40,15,30,"med","high","strong","none",29,39,68,192.35,287.6,479.95
"217",37,"d","emer",108.642857142857,1.03057997075709,40,40,15,30,"low","high","none","none",39,28,67,275.35,183.75,459.1
"218",37,"d","grow",0.0976553496001906,0.00115864334597419,40,40,15,30,"low","high","none","none",39,28,67,275.35,183.75,459.1
"219",37,"d","mass",6.5625,0.0146338612836646,40,40,15,30,"low","high","none","none",39,28,67,275.35,183.75,459.1
"220",37,"f","emer",84.8205128205128,0.812755839240109,40,40,15,30,"low","high","none","none",39,28,67,275.35,183.75,459.1
"221",37,"f","grow",0.121680318890808,0.000779975822909805,40,40,15,30,"low","high","none","none",39,28,67,275.35,183.75,459.1
"222",37,"f","mass",7.06025641025641,0.0133272963572126,40,40,15,30,"low","high","none","none",39,28,67,275.35,183.75,459.1
"223",38,"d","emer",110.931034482759,0.940019183548579,40,40,15,30,"low","high","none","none",39,29,68,276.15,188.55,464.7
"224",38,"d","grow",0.0933272642679051,0.000952437967436842,40,40,15,30,"low","high","none","none",39,29,68,276.15,188.55,464.7
"225",38,"d","mass",6.50172413793103,0.0149774954236433,40,40,15,30,"low","high","none","none",39,29,68,276.15,188.55,464.7
"226",38,"f","emer",81.7435897435897,0.61585446381707,40,40,15,30,"low","high","none","none",39,29,68,276.15,188.55,464.7
"227",38,"f","grow",0.127814602065015,0.000774214000262837,40,40,15,30,"low","high","none","none",39,29,68,276.15,188.55,464.7
"228",38,"f","mass",7.08076923076923,0.0147314547978185,40,40,15,30,"low","high","none","none",39,29,68,276.15,188.55,464.7
"229",39,"d","emer",106.884615384615,1.03331069713511,40,40,15,30,"low","high","none","none",36,26,62,261.9,173.4,435.3
"230",39,"d","grow",0.101266741090276,0.00122893570966651,40,40,15,30,"low","high","none","none",36,26,62,261.9,173.4,435.3
"231",39,"d","mass",6.66923076923077,0.019076899217393,40,40,15,30,"low","high","none","none",36,26,62,261.9,173.4,435.3
"232",39,"f","emer",81.1944444444444,0.650458373329192,40,40,15,30,"low","high","none","none",36,26,62,261.9,173.4,435.3
"233",39,"f","grow",0.128283039389517,0.000676164331119658,40,40,15,30,"low","high","none","none",36,26,62,261.9,173.4,435.3
"234",39,"f","mass",7.275,0.0163039228786991,40,40,15,30,"low","high","none","none",36,26,62,261.9,173.4,435.3
"235",40,"d","emer",113.51724137931,1.09027000992965,40,40,15,30,"low","high","none","none",38,29,67,265.7,188.65,454.35
"236",40,"d","grow",0.089758473524053,0.000895632061984696,40,40,15,30,"low","high","none","none",38,29,67,265.7,188.65,454.35
"237",40,"d","mass",6.5051724137931,0.0103072472939245,40,40,15,30,"low","high","none","none",38,29,67,265.7,188.65,454.35
"238",40,"f","emer",79.6578947368421,0.461851428897206,40,40,15,30,"low","high","none","none",38,29,67,265.7,188.65,454.35
"239",40,"f","grow",0.119630102117713,0.000555295047357748,40,40,15,30,"low","high","none","none",38,29,67,265.7,188.65,454.35
"240",40,"f","mass",6.9921052631579,0.0114197903437349,40,40,15,30,"low","high","none","none",38,29,67,265.7,188.65,454.35
"241",41,"d","emer",103.032258064516,0.929774340383312,40,40,15,30,"low","high","none","none",32,31,63,229.6,205.65,435.25
"242",41,"d","grow",0.104039073127388,0.00100095889830025,40,40,15,30,"low","high","none","none",32,31,63,229.6,205.65,435.25
"243",41,"d","mass",6.63387096774194,0.0123144367108029,40,40,15,30,"low","high","none","none",32,31,63,229.6,205.65,435.25
"244",41,"f","emer",77.96875,0.645016389387219,40,40,15,30,"low","high","none","none",32,31,63,229.6,205.65,435.25
"245",41,"f","grow",0.12876561590399,0.000852139883799342,40,40,15,30,"low","high","none","none",32,31,63,229.6,205.65,435.25
"246",41,"f","mass",7.175,0.0196403204530883,40,40,15,30,"low","high","none","none",32,31,63,229.6,205.65,435.25
"247",42,"d","emer",98.25,1.24590209930909,40,40,15,30,"low","high","none","none",38,24,62,267,161.55,428.55
"248",42,"d","grow",0.107444595744256,0.00137902424562657,40,40,15,30,"low","high","none","none",38,24,62,267,161.55,428.55
"249",42,"d","mass",6.73125,0.021412356647743,40,40,15,30,"low","high","none","none",38,24,62,267,161.55,428.55
"250",42,"f","emer",79.6315789473684,0.534131900843204,40,40,15,30,"low","high","none","none",38,24,62,267,161.55,428.55
"251",42,"f","grow",0.127224300066793,0.000639918755075947,40,40,15,30,"low","high","none","none",38,24,62,267,161.55,428.55
"252",42,"f","mass",7.02631578947368,0.0120311948002515,40,40,15,30,"low","high","none","none",38,24,62,267,161.55,428.55
"253",43,"d","emer",101,1.0433861764573,40,40,15,30,"low","high","mild","none",37,34,71,250.95,230.55,481.5
"254",43,"d","grow",0.113700847163238,0.00109332399847936,40,40,15,30,"low","high","mild","none",37,34,71,250.95,230.55,481.5
"255",43,"d","mass",6.78088235294118,0.0170194960721693,40,40,15,30,"low","high","mild","none",37,34,71,250.95,230.55,481.5
"256",43,"f","emer",96.5945945945946,0.75733192051579,40,40,15,30,"low","high","mild","none",37,34,71,250.95,230.55,481.5
"257",43,"f","grow",0.0958956774008442,0.000635931110616671,40,40,15,30,"low","high","mild","none",37,34,71,250.95,230.55,481.5
"258",43,"f","mass",6.78243243243243,0.013648783248735,40,40,15,30,"low","high","mild","none",37,34,71,250.95,230.55,481.5
"259",44,"d","emer",97.0285714285714,0.73422540753187,40,40,15,30,"low","high","mild","none",34,35,69,228.8,233.55,462.35
"260",44,"d","grow",0.117544607384707,0.000986975769387866,40,40,15,30,"low","high","mild","none",34,35,69,228.8,233.55,462.35
"261",44,"d","mass",6.67285714285714,0.0126136745150274,40,40,15,30,"low","high","mild","none",34,35,69,228.8,233.55,462.35
"262",44,"f","emer",96.0294117647059,0.557413799964797,40,40,15,30,"low","high","mild","none",34,35,69,228.8,233.55,462.35
"263",44,"f","grow",0.0919031743815777,0.000719431759472486,40,40,15,30,"low","high","mild","none",34,35,69,228.8,233.55,462.35
"264",44,"f","mass",6.72941176470588,0.0160406616684414,40,40,15,30,"low","high","mild","none",34,35,69,228.8,233.55,462.35
"265",45,"d","emer",108.969696969697,1.05614551331657,40,40,15,30,"low","high","mild","none",37,33,70,255,218,473
"266",45,"d","grow",0.10243734836998,0.00094940459430416,40,40,15,30,"low","high","mild","none",37,33,70,255,218,473
"267",45,"d","mass",6.60606060606061,0.0140803029883073,40,40,15,30,"low","high","mild","none",37,33,70,255,218,473
"268",45,"f","emer",91.7027027027027,0.565090578955722,40,40,15,30,"low","high","mild","none",37,33,70,255,218,473
"269",45,"f","grow",0.0971752712437643,0.000618655420523179,40,40,15,30,"low","high","mild","none",37,33,70,255,218,473
"270",45,"f","mass",6.89189189189189,0.014611940231506,40,40,15,30,"low","high","mild","none",37,33,70,255,218,473
"271",46,"d","emer",97.6875,0.851552095600837,40,40,15,30,"low","high","mild","none",34,32,66,231.95,216.65,448.6
"272",46,"d","grow",0.118982850589778,0.00110344665451135,40,40,15,30,"low","high","mild","none",34,32,66,231.95,216.65,448.6
"273",46,"d","mass",6.7703125,0.0211682316120264,40,40,15,30,"low","high","mild","none",34,32,66,231.95,216.65,448.6
"274",46,"f","emer",92.7647058823529,0.514294912248483,40,40,15,30,"low","high","mild","none",34,32,66,231.95,216.65,448.6
"275",46,"f","grow",0.0968661398843393,0.000706806727194292,40,40,15,30,"low","high","mild","none",34,32,66,231.95,216.65,448.6
"276",46,"f","mass",6.82205882352941,0.015868446313418,40,40,15,30,"low","high","mild","none",34,32,66,231.95,216.65,448.6
"277",47,"d","emer",94.125,0.681598109491879,40,40,15,30,"low","high","mild","none",32,32,64,216.6,220.75,437.35
"278",47,"d","grow",0.119739008360962,0.00097786088987354,40,40,15,30,"low","high","mild","none",32,32,64,216.6,220.75,437.35
"279",47,"d","mass",6.8984375,0.0174782247472757,40,40,15,30,"low","high","mild","none",32,32,64,216.6,220.75,437.35
"280",47,"f","emer",94.4375,0.637868405371017,40,40,15,30,"low","high","mild","none",32,32,64,216.6,220.75,437.35
"281",47,"f","grow",0.0928751121768172,0.000659562222364453,40,40,15,30,"low","high","mild","none",32,32,64,216.6,220.75,437.35
"282",47,"f","mass",6.76875,0.0123079372788654,40,40,15,30,"low","high","mild","none",32,32,64,216.6,220.75,437.35
"283",48,"d","emer",97.6666666666667,0.665541378336959,40,40,15,30,"low","high","mild","none",33,36,69,224.6,247.05,471.65
"284",48,"d","grow",0.120178155987212,0.000979960994392817,40,40,15,30,"low","high","mild","none",33,36,69,224.6,247.05,471.65
"285",48,"d","mass",6.8625,0.0177317577720334,40,40,15,30,"low","high","mild","none",33,36,69,224.6,247.05,471.65
"286",48,"f","emer",101.454545454545,0.84953570305226,40,40,15,30,"low","high","mild","none",33,36,69,224.6,247.05,471.65
"287",48,"f","grow",0.0949035111974938,0.000839189866140206,40,40,15,30,"low","high","mild","none",33,36,69,224.6,247.05,471.65
"288",48,"f","mass",6.80606060606061,0.0177778576700142,40,40,15,30,"low","high","mild","none",33,36,69,224.6,247.05,471.65
"289",49,"d","emer",90.85,0.477391080341625,40,40,15,30,"low","high","strong","none",25,40,65,170.95,305.25,476.2
"290",49,"d","grow",0.152751935963995,0.00081363936011595,40,40,15,30,"low","high","strong","none",25,40,65,170.95,305.25,476.2
"291",49,"d","mass",7.63125,0.0182852388536737,40,40,15,30,"low","high","strong","none",25,40,65,170.95,305.25,476.2
"292",49,"f","emer",140.2,1.4074563344322,40,40,15,30,"low","high","strong","none",25,40,65,170.95,305.25,476.2
"293",49,"f","grow",0.0613588651029478,0.000644340438703673,40,40,15,30,"low","high","strong","none",25,40,65,170.95,305.25,476.2
"294",49,"f","mass",6.838,0.0156234865933739,40,40,15,30,"low","high","strong","none",25,40,65,170.95,305.25,476.2
"295",50,"d","emer",85.875,0.374901162188458,40,40,15,30,"low","high","strong","none",27,40,67,182.7,299.55,482.25
"296",50,"d","grow",0.153210242111882,0.000683588338332822,40,40,15,30,"low","high","strong","none",27,40,67,182.7,299.55,482.25
"297",50,"d","mass",7.48875,0.0172032707366495,40,40,15,30,"low","high","strong","none",27,40,67,182.7,299.55,482.25
"298",50,"f","emer",142.222222222222,1.01624108671427,40,40,15,30,"low","high","strong","none",27,40,67,182.7,299.55,482.25
"299",50,"f","grow",0.0570633816275179,0.000428401525356918,40,40,15,30,"low","high","strong","none",27,40,67,182.7,299.55,482.25
"300",50,"f","mass",6.76666666666667,0.0163389754517831,40,40,15,30,"low","high","strong","none",27,40,67,182.7,299.55,482.25
"301",51,"d","emer",88.6,0.491524316637696,40,40,15,30,"low","high","strong","none",25,40,65,173.35,301.7,475.05
"302",51,"d","grow",0.154140685095639,0.000805801947476967,40,40,15,30,"low","high","strong","none",25,40,65,173.35,301.7,475.05
"303",51,"d","mass",7.5425,0.0164972559878364,40,40,15,30,"low","high","strong","none",25,40,65,173.35,301.7,475.05
"304",51,"f","emer",136.04,1.01432933507811,40,40,15,30,"low","high","strong","none",25,40,65,173.35,301.7,475.05
"305",51,"f","grow",0.0618544352493178,0.000479605699867142,40,40,15,30,"low","high","strong","none",25,40,65,173.35,301.7,475.05
"306",51,"f","mass",6.934,0.0206213481615534,40,40,15,30,"low","high","strong","none",25,40,65,173.35,301.7,475.05
"307",52,"d","emer",85.5,0.366243928802397,40,40,15,30,"low","high","strong","none",25,40,65,166.25,305.2,471.45
"308",52,"d","grow",0.153051634272148,0.000610575579585824,40,40,15,30,"low","high","strong","none",25,40,65,166.25,305.2,471.45
"309",52,"d","mass",7.63,0.0149807568875233,40,40,15,30,"low","high","strong","none",25,40,65,166.25,305.2,471.45
"310",52,"f","emer",142.44,1.13889302980277,40,40,15,30,"low","high","strong","none",25,40,65,166.25,305.2,471.45
"311",52,"f","grow",0.0561009250884419,0.000444398117256921,40,40,15,30,"low","high","strong","none",25,40,65,166.25,305.2,471.45
"312",52,"f","mass",6.65,0.0137840487520902,40,40,15,30,"low","high","strong","none",25,40,65,166.25,305.2,471.45
"313",53,"d","emer",87.875,0.421238539370844,40,40,15,30,"low","high","strong","none",23,40,63,156.6,304.65,461.25
"314",53,"d","grow",0.155276348179236,0.000715722320383728,40,40,15,30,"low","high","strong","none",23,40,63,156.6,304.65,461.25
"315",53,"d","mass",7.61625,0.0148938215873012,40,40,15,30,"low","high","strong","none",23,40,63,156.6,304.65,461.25
"316",53,"f","emer",146.565217391304,1.07853066933734,40,40,15,30,"low","high","strong","none",23,40,63,156.6,304.65,461.25
"317",53,"f","grow",0.0558724233313699,0.000491866192610429,40,40,15,30,"low","high","strong","none",23,40,63,156.6,304.65,461.25
"318",53,"f","mass",6.80869565217391,0.017705319415004,40,40,15,30,"low","high","strong","none",23,40,63,156.6,304.65,461.25
"319",54,"d","emer",85.025,0.345135030245503,40,40,15,30,"low","high","strong","none",24,40,64,161.5,302.55,464.05
"320",54,"d","grow",0.15360998452758,0.000608874832487273,40,40,15,30,"low","high","strong","none",24,40,64,161.5,302.55,464.05
"321",54,"d","mass",7.56375,0.0169013623616408,40,40,15,30,"low","high","strong","none",24,40,64,161.5,302.55,464.05
"322",54,"f","emer",157.333333333333,1.44220725113747,40,40,15,30,"low","high","strong","none",24,40,64,161.5,302.55,464.05
"323",54,"f","grow",0.0526949833402635,0.000474964352772477,40,40,15,30,"low","high","strong","none",24,40,64,161.5,302.55,464.05
"324",54,"f","mass",6.72916666666667,0.0183883876378405,40,40,15,30,"low","high","strong","none",24,40,64,161.5,302.55,464.05
